"V1" "seasons.V1" "seasons_url" "season"
"1293" "Evansville Purple Aces" "2004-05" "http://www.sports-reference.com/cbb/schools/evansville/2005.html" 2004
"1294" "Evansville Purple Aces" "2003-04" "http://www.sports-reference.com/cbb/schools/evansville/2004.html" 2003
"1295" "Evansville Purple Aces" "2002-03" "http://www.sports-reference.com/cbb/schools/evansville/2003.html" 2002
"1296" "Evansville Purple Aces" "2001-02" "http://www.sports-reference.com/cbb/schools/evansville/2002.html" 2001
"1297" "Evansville Purple Aces" "2000-01" "http://www.sports-reference.com/cbb/schools/evansville/2001.html" 2000
"1298" "Fairfield Stags" "2014-15" "http://www.sports-reference.com/cbb/schools/fairfield/2015.html" 2014
"1299" "Fairfield Stags" "2013-14" "http://www.sports-reference.com/cbb/schools/fairfield/2014.html" 2013
"1300" "Fairfield Stags" "2012-13" "http://www.sports-reference.com/cbb/schools/fairfield/2013.html" 2012
"1301" "Fairfield Stags" "2011-12" "http://www.sports-reference.com/cbb/schools/fairfield/2012.html" 2011
"1302" "Fairfield Stags" "2010-11" "http://www.sports-reference.com/cbb/schools/fairfield/2011.html" 2010
"1303" "Fairfield Stags" "2009-10" "http://www.sports-reference.com/cbb/schools/fairfield/2010.html" 2009
"1304" "Fairfield Stags" "2008-09" "http://www.sports-reference.com/cbb/schools/fairfield/2009.html" 2008
"1305" "Fairfield Stags" "2007-08" "http://www.sports-reference.com/cbb/schools/fairfield/2008.html" 2007
"1306" "Fairfield Stags" "2006-07" "http://www.sports-reference.com/cbb/schools/fairfield/2007.html" 2006
"1307" "Fairfield Stags" "2005-06" "http://www.sports-reference.com/cbb/schools/fairfield/2006.html" 2005
"1308" "Fairfield Stags" "2004-05" "http://www.sports-reference.com/cbb/schools/fairfield/2005.html" 2004
"1309" "Fairfield Stags" "2003-04" "http://www.sports-reference.com/cbb/schools/fairfield/2004.html" 2003
"1310" "Fairfield Stags" "2002-03" "http://www.sports-reference.com/cbb/schools/fairfield/2003.html" 2002
"1311" "Fairfield Stags" "2001-02" "http://www.sports-reference.com/cbb/schools/fairfield/2002.html" 2001
"1312" "Fairfield Stags" "2000-01" "http://www.sports-reference.com/cbb/schools/fairfield/2001.html" 2000
"1313" "Fairleigh Dickinson Knights" "2014-15" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2015.html" 2014
"1314" "Fairleigh Dickinson Knights" "2013-14" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2014.html" 2013
"1315" "Fairleigh Dickinson Knights" "2012-13" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2013.html" 2012
"1316" "Fairleigh Dickinson Knights" "2011-12" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2012.html" 2011
"1317" "Fairleigh Dickinson Knights" "2010-11" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2011.html" 2010
"1318" "Fairleigh Dickinson Knights" "2009-10" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2010.html" 2009
"1319" "Fairleigh Dickinson Knights" "2008-09" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2009.html" 2008
"1320" "Fairleigh Dickinson Knights" "2007-08" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2008.html" 2007
"1321" "Fairleigh Dickinson Knights" "2006-07" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2007.html" 2006
"1322" "Fairleigh Dickinson Knights" "2005-06" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2006.html" 2005
"1323" "Fairleigh Dickinson Knights" "2004-05" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2005.html" 2004
"1324" "Fairleigh Dickinson Knights" "2003-04" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2004.html" 2003
"1325" "Fairleigh Dickinson Knights" "2002-03" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2003.html" 2002
"1326" "Fairleigh Dickinson Knights" "2001-02" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2002.html" 2001
"1327" "Fairleigh Dickinson Knights" "2000-01" "http://www.sports-reference.com/cbb/schools/fairleigh-dickinson/2001.html" 2000
"1328" "Florida A&M Rattlers" "2014-15" "http://www.sports-reference.com/cbb/schools/florida-am/2015.html" 2014
"1329" "Florida A&M Rattlers" "2013-14" "http://www.sports-reference.com/cbb/schools/florida-am/2014.html" 2013
"1330" "Florida A&M Rattlers" "2012-13" "http://www.sports-reference.com/cbb/schools/florida-am/2013.html" 2012
"1331" "Florida A&M Rattlers" "2011-12" "http://www.sports-reference.com/cbb/schools/florida-am/2012.html" 2011
"1332" "Florida A&M Rattlers" "2010-11" "http://www.sports-reference.com/cbb/schools/florida-am/2011.html" 2010
"1333" "Florida A&M Rattlers" "2009-10" "http://www.sports-reference.com/cbb/schools/florida-am/2010.html" 2009
"1334" "Florida A&M Rattlers" "2008-09" "http://www.sports-reference.com/cbb/schools/florida-am/2009.html" 2008
"1335" "Florida A&M Rattlers" "2007-08" "http://www.sports-reference.com/cbb/schools/florida-am/2008.html" 2007
"1336" "Florida A&M Rattlers" "2006-07" "http://www.sports-reference.com/cbb/schools/florida-am/2007.html" 2006
"1337" "Florida A&M Rattlers" "2005-06" "http://www.sports-reference.com/cbb/schools/florida-am/2006.html" 2005
"1338" "Florida A&M Rattlers" "2004-05" "http://www.sports-reference.com/cbb/schools/florida-am/2005.html" 2004
"1339" "Florida A&M Rattlers" "2003-04" "http://www.sports-reference.com/cbb/schools/florida-am/2004.html" 2003
"1340" "Florida A&M Rattlers" "2002-03" "http://www.sports-reference.com/cbb/schools/florida-am/2003.html" 2002
"1341" "Florida A&M Rattlers" "2001-02" "http://www.sports-reference.com/cbb/schools/florida-am/2002.html" 2001
"1342" "Florida A&M Rattlers" "2000-01" "http://www.sports-reference.com/cbb/schools/florida-am/2001.html" 2000
"1343" "Florida Atlantic Owls" "2014-15" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2015.html" 2014
"1344" "Florida Atlantic Owls" "2013-14" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2014.html" 2013
"1345" "Florida Atlantic Owls" "2012-13" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2013.html" 2012
"1346" "Florida Atlantic Owls" "2011-12" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2012.html" 2011
"1347" "Florida Atlantic Owls" "2010-11" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2011.html" 2010
"1348" "Florida Atlantic Owls" "2009-10" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2010.html" 2009
"1349" "Florida Atlantic Owls" "2008-09" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2009.html" 2008
"1350" "Florida Atlantic Owls" "2007-08" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2008.html" 2007
"1351" "Florida Atlantic Owls" "2006-07" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2007.html" 2006
"1352" "Florida Atlantic Owls" "2005-06" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2006.html" 2005
"1353" "Florida Atlantic Owls" "2004-05" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2005.html" 2004
"1354" "Florida Atlantic Owls" "2003-04" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2004.html" 2003
"1355" "Florida Atlantic Owls" "2002-03" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2003.html" 2002
"1356" "Florida Atlantic Owls" "2001-02" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2002.html" 2001
"1357" "Florida Atlantic Owls" "2000-01" "http://www.sports-reference.com/cbb/schools/florida-atlantic/2001.html" 2000
"1358" "Florida Gators" "2014-15" "http://www.sports-reference.com/cbb/schools/florida/2015.html" 2014
"1359" "Florida Gators" "2013-14" "http://www.sports-reference.com/cbb/schools/florida/2014.html" 2013
"1360" "Florida Gators" "2012-13" "http://www.sports-reference.com/cbb/schools/florida/2013.html" 2012
"1361" "Florida Gators" "2011-12" "http://www.sports-reference.com/cbb/schools/florida/2012.html" 2011
"1362" "Florida Gators" "2010-11" "http://www.sports-reference.com/cbb/schools/florida/2011.html" 2010
"1363" "Florida Gators" "2009-10" "http://www.sports-reference.com/cbb/schools/florida/2010.html" 2009
"1364" "Florida Gators" "2008-09" "http://www.sports-reference.com/cbb/schools/florida/2009.html" 2008
"1365" "Florida Gators" "2007-08" "http://www.sports-reference.com/cbb/schools/florida/2008.html" 2007
"1366" "Florida Gators" "2006-07" "http://www.sports-reference.com/cbb/schools/florida/2007.html" 2006
"1367" "Florida Gators" "2005-06" "http://www.sports-reference.com/cbb/schools/florida/2006.html" 2005
"1368" "Florida Gators" "2004-05" "http://www.sports-reference.com/cbb/schools/florida/2005.html" 2004
"1369" "Florida Gators" "2003-04" "http://www.sports-reference.com/cbb/schools/florida/2004.html" 2003
"1370" "Florida Gators" "2002-03" "http://www.sports-reference.com/cbb/schools/florida/2003.html" 2002
"1371" "Florida Gators" "2001-02" "http://www.sports-reference.com/cbb/schools/florida/2002.html" 2001
"1372" "Florida Gators" "2000-01" "http://www.sports-reference.com/cbb/schools/florida/2001.html" 2000
"1373" "Florida Gulf Coast Eagles" "2014-15" "http://www.sports-reference.com/cbb/schools/florida-gulf-coast/2015.html" 2014
"1374" "Florida Gulf Coast Eagles" "2013-14" "http://www.sports-reference.com/cbb/schools/florida-gulf-coast/2014.html" 2013
"1375" "Florida Gulf Coast Eagles" "2012-13" "http://www.sports-reference.com/cbb/schools/florida-gulf-coast/2013.html" 2012
"1376" "Florida Gulf Coast Eagles" "2011-12" "http://www.sports-reference.com/cbb/schools/florida-gulf-coast/2012.html" 2011
"1377" "Florida Gulf Coast Eagles" "2010-11" "http://www.sports-reference.com/cbb/schools/florida-gulf-coast/2011.html" 2010
"1378" "Florida International Panthers" "2014-15" "http://www.sports-reference.com/cbb/schools/florida-international/2015.html" 2014
"1379" "Florida International Panthers" "2013-14" "http://www.sports-reference.com/cbb/schools/florida-international/2014.html" 2013
"1380" "Florida International Panthers" "2012-13" "http://www.sports-reference.com/cbb/schools/florida-international/2013.html" 2012
"1381" "Florida International Panthers" "2011-12" "http://www.sports-reference.com/cbb/schools/florida-international/2012.html" 2011
"1382" "Florida International Panthers" "2010-11" "http://www.sports-reference.com/cbb/schools/florida-international/2011.html" 2010
"1383" "Florida International Panthers" "2009-10" "http://www.sports-reference.com/cbb/schools/florida-international/2010.html" 2009
"1384" "Florida International Panthers" "2008-09" "http://www.sports-reference.com/cbb/schools/florida-international/2009.html" 2008
"1385" "Florida International Panthers" "2007-08" "http://www.sports-reference.com/cbb/schools/florida-international/2008.html" 2007
"1386" "Florida International Panthers" "2006-07" "http://www.sports-reference.com/cbb/schools/florida-international/2007.html" 2006
"1387" "Florida International Panthers" "2005-06" "http://www.sports-reference.com/cbb/schools/florida-international/2006.html" 2005
"1388" "Florida International Panthers" "2004-05" "http://www.sports-reference.com/cbb/schools/florida-international/2005.html" 2004
"1389" "Florida International Panthers" "2003-04" "http://www.sports-reference.com/cbb/schools/florida-international/2004.html" 2003
"1390" "Florida International Panthers" "2002-03" "http://www.sports-reference.com/cbb/schools/florida-international/2003.html" 2002
"1391" "Florida International Panthers" "2001-02" "http://www.sports-reference.com/cbb/schools/florida-international/2002.html" 2001
"1392" "Florida International Panthers" "2000-01" "http://www.sports-reference.com/cbb/schools/florida-international/2001.html" 2000
"1393" "Florida State Seminoles" "2014-15" "http://www.sports-reference.com/cbb/schools/florida-state/2015.html" 2014
"1394" "Florida State Seminoles" "2013-14" "http://www.sports-reference.com/cbb/schools/florida-state/2014.html" 2013
"1395" "Florida State Seminoles" "2012-13" "http://www.sports-reference.com/cbb/schools/florida-state/2013.html" 2012
"1396" "Florida State Seminoles" "2011-12" "http://www.sports-reference.com/cbb/schools/florida-state/2012.html" 2011
"1397" "Florida State Seminoles" "2010-11" "http://www.sports-reference.com/cbb/schools/florida-state/2011.html" 2010
"1398" "Florida State Seminoles" "2009-10" "http://www.sports-reference.com/cbb/schools/florida-state/2010.html" 2009
"1399" "Florida State Seminoles" "2008-09" "http://www.sports-reference.com/cbb/schools/florida-state/2009.html" 2008
"1400" "Florida State Seminoles" "2007-08" "http://www.sports-reference.com/cbb/schools/florida-state/2008.html" 2007
"1401" "Florida State Seminoles" "2006-07" "http://www.sports-reference.com/cbb/schools/florida-state/2007.html" 2006
"1402" "Florida State Seminoles" "2005-06" "http://www.sports-reference.com/cbb/schools/florida-state/2006.html" 2005
"1403" "Florida State Seminoles" "2004-05" "http://www.sports-reference.com/cbb/schools/florida-state/2005.html" 2004
"1404" "Florida State Seminoles" "2003-04" "http://www.sports-reference.com/cbb/schools/florida-state/2004.html" 2003
"1405" "Florida State Seminoles" "2002-03" "http://www.sports-reference.com/cbb/schools/florida-state/2003.html" 2002
"1406" "Florida State Seminoles" "2001-02" "http://www.sports-reference.com/cbb/schools/florida-state/2002.html" 2001
"1407" "Florida State Seminoles" "2000-01" "http://www.sports-reference.com/cbb/schools/florida-state/2001.html" 2000
"1408" "Fordham Rams" "2014-15" "http://www.sports-reference.com/cbb/schools/fordham/2015.html" 2014
"1409" "Fordham Rams" "2013-14" "http://www.sports-reference.com/cbb/schools/fordham/2014.html" 2013
"1410" "Fordham Rams" "2012-13" "http://www.sports-reference.com/cbb/schools/fordham/2013.html" 2012
"1411" "Fordham Rams" "2011-12" "http://www.sports-reference.com/cbb/schools/fordham/2012.html" 2011
"1412" "Fordham Rams" "2010-11" "http://www.sports-reference.com/cbb/schools/fordham/2011.html" 2010
"1413" "Fordham Rams" "2009-10" "http://www.sports-reference.com/cbb/schools/fordham/2010.html" 2009
"1414" "Fordham Rams" "2008-09" "http://www.sports-reference.com/cbb/schools/fordham/2009.html" 2008
"1415" "Fordham Rams" "2007-08" "http://www.sports-reference.com/cbb/schools/fordham/2008.html" 2007
"1416" "Fordham Rams" "2006-07" "http://www.sports-reference.com/cbb/schools/fordham/2007.html" 2006
"1417" "Fordham Rams" "2005-06" "http://www.sports-reference.com/cbb/schools/fordham/2006.html" 2005
"1418" "Fordham Rams" "2004-05" "http://www.sports-reference.com/cbb/schools/fordham/2005.html" 2004
"1419" "Fordham Rams" "2003-04" "http://www.sports-reference.com/cbb/schools/fordham/2004.html" 2003
"1420" "Fordham Rams" "2002-03" "http://www.sports-reference.com/cbb/schools/fordham/2003.html" 2002
"1421" "Fordham Rams" "2001-02" "http://www.sports-reference.com/cbb/schools/fordham/2002.html" 2001
"1422" "Fordham Rams" "2000-01" "http://www.sports-reference.com/cbb/schools/fordham/2001.html" 2000
"1423" "Fresno State Bulldogs" "2014-15" "http://www.sports-reference.com/cbb/schools/fresno-state/2015.html" 2014
"1424" "Fresno State Bulldogs" "2013-14" "http://www.sports-reference.com/cbb/schools/fresno-state/2014.html" 2013
"1425" "Fresno State Bulldogs" "2012-13" "http://www.sports-reference.com/cbb/schools/fresno-state/2013.html" 2012
"1426" "Fresno State Bulldogs" "2011-12" "http://www.sports-reference.com/cbb/schools/fresno-state/2012.html" 2011
"1427" "Fresno State Bulldogs" "2010-11" "http://www.sports-reference.com/cbb/schools/fresno-state/2011.html" 2010
"1428" "Fresno State Bulldogs" "2009-10" "http://www.sports-reference.com/cbb/schools/fresno-state/2010.html" 2009
"1429" "Fresno State Bulldogs" "2008-09" "http://www.sports-reference.com/cbb/schools/fresno-state/2009.html" 2008
"1430" "Fresno State Bulldogs" "2007-08" "http://www.sports-reference.com/cbb/schools/fresno-state/2008.html" 2007
"1431" "Fresno State Bulldogs" "2006-07" "http://www.sports-reference.com/cbb/schools/fresno-state/2007.html" 2006
"1432" "Fresno State Bulldogs" "2005-06" "http://www.sports-reference.com/cbb/schools/fresno-state/2006.html" 2005
"1433" "Fresno State Bulldogs" "2004-05" "http://www.sports-reference.com/cbb/schools/fresno-state/2005.html" 2004
"1434" "Fresno State Bulldogs" "2003-04" "http://www.sports-reference.com/cbb/schools/fresno-state/2004.html" 2003
"1435" "Fresno State Bulldogs" "2002-03" "http://www.sports-reference.com/cbb/schools/fresno-state/2003.html" 2002
"1436" "Fresno State Bulldogs" "2001-02" "http://www.sports-reference.com/cbb/schools/fresno-state/2002.html" 2001
"1437" "Fresno State Bulldogs" "2000-01" "http://www.sports-reference.com/cbb/schools/fresno-state/2001.html" 2000
"1438" "Furman Paladins" "2014-15" "http://www.sports-reference.com/cbb/schools/furman/2015.html" 2014
"1439" "Furman Paladins" "2013-14" "http://www.sports-reference.com/cbb/schools/furman/2014.html" 2013
"1440" "Furman Paladins" "2012-13" "http://www.sports-reference.com/cbb/schools/furman/2013.html" 2012
"1441" "Furman Paladins" "2011-12" "http://www.sports-reference.com/cbb/schools/furman/2012.html" 2011
"1442" "Furman Paladins" "2010-11" "http://www.sports-reference.com/cbb/schools/furman/2011.html" 2010
"1443" "Furman Paladins" "2009-10" "http://www.sports-reference.com/cbb/schools/furman/2010.html" 2009
"1444" "Furman Paladins" "2008-09" "http://www.sports-reference.com/cbb/schools/furman/2009.html" 2008
"1445" "Furman Paladins" "2007-08" "http://www.sports-reference.com/cbb/schools/furman/2008.html" 2007
"1446" "Furman Paladins" "2006-07" "http://www.sports-reference.com/cbb/schools/furman/2007.html" 2006
"1447" "Furman Paladins" "2005-06" "http://www.sports-reference.com/cbb/schools/furman/2006.html" 2005
"1448" "Furman Paladins" "2004-05" "http://www.sports-reference.com/cbb/schools/furman/2005.html" 2004
"1449" "Furman Paladins" "2003-04" "http://www.sports-reference.com/cbb/schools/furman/2004.html" 2003
"1450" "Furman Paladins" "2002-03" "http://www.sports-reference.com/cbb/schools/furman/2003.html" 2002
"1451" "Furman Paladins" "2001-02" "http://www.sports-reference.com/cbb/schools/furman/2002.html" 2001
"1452" "Furman Paladins" "2000-01" "http://www.sports-reference.com/cbb/schools/furman/2001.html" 2000
"1453" "Gardner-Webb Runnin' Bulldogs" "2014-15" "http://www.sports-reference.com/cbb/schools/gardner-webb/2015.html" 2014
"1454" "Gardner-Webb Runnin' Bulldogs" "2013-14" "http://www.sports-reference.com/cbb/schools/gardner-webb/2014.html" 2013
"1455" "Gardner-Webb Runnin' Bulldogs" "2012-13" "http://www.sports-reference.com/cbb/schools/gardner-webb/2013.html" 2012
"1456" "Gardner-Webb Runnin' Bulldogs" "2011-12" "http://www.sports-reference.com/cbb/schools/gardner-webb/2012.html" 2011
"1457" "Gardner-Webb Runnin' Bulldogs" "2010-11" "http://www.sports-reference.com/cbb/schools/gardner-webb/2011.html" 2010
"1458" "Gardner-Webb Runnin' Bulldogs" "2009-10" "http://www.sports-reference.com/cbb/schools/gardner-webb/2010.html" 2009
"1459" "Gardner-Webb Runnin' Bulldogs" "2008-09" "http://www.sports-reference.com/cbb/schools/gardner-webb/2009.html" 2008
"1460" "Gardner-Webb Runnin' Bulldogs" "2007-08" "http://www.sports-reference.com/cbb/schools/gardner-webb/2008.html" 2007
"1461" "Gardner-Webb Runnin' Bulldogs" "2006-07" "http://www.sports-reference.com/cbb/schools/gardner-webb/2007.html" 2006
"1462" "Gardner-Webb Runnin' Bulldogs" "2005-06" "http://www.sports-reference.com/cbb/schools/gardner-webb/2006.html" 2005
"1463" "Gardner-Webb Runnin' Bulldogs" "2004-05" "http://www.sports-reference.com/cbb/schools/gardner-webb/2005.html" 2004
"1464" "Gardner-Webb Runnin' Bulldogs" "2003-04" "http://www.sports-reference.com/cbb/schools/gardner-webb/2004.html" 2003
"1465" "Gardner-Webb Runnin' Bulldogs" "2002-03" "http://www.sports-reference.com/cbb/schools/gardner-webb/2003.html" 2002
"1466" "George Mason Patriots" "2014-15" "http://www.sports-reference.com/cbb/schools/george-mason/2015.html" 2014
"1467" "George Mason Patriots" "2013-14" "http://www.sports-reference.com/cbb/schools/george-mason/2014.html" 2013
"1468" "George Mason Patriots" "2012-13" "http://www.sports-reference.com/cbb/schools/george-mason/2013.html" 2012
"1469" "George Mason Patriots" "2011-12" "http://www.sports-reference.com/cbb/schools/george-mason/2012.html" 2011
"1470" "George Mason Patriots" "2010-11" "http://www.sports-reference.com/cbb/schools/george-mason/2011.html" 2010
"1471" "George Mason Patriots" "2009-10" "http://www.sports-reference.com/cbb/schools/george-mason/2010.html" 2009
"1472" "George Mason Patriots" "2008-09" "http://www.sports-reference.com/cbb/schools/george-mason/2009.html" 2008
"1473" "George Mason Patriots" "2007-08" "http://www.sports-reference.com/cbb/schools/george-mason/2008.html" 2007
"1474" "George Mason Patriots" "2006-07" "http://www.sports-reference.com/cbb/schools/george-mason/2007.html" 2006
"1475" "George Mason Patriots" "2005-06" "http://www.sports-reference.com/cbb/schools/george-mason/2006.html" 2005
"1476" "George Mason Patriots" "2004-05" "http://www.sports-reference.com/cbb/schools/george-mason/2005.html" 2004
"1477" "George Mason Patriots" "2003-04" "http://www.sports-reference.com/cbb/schools/george-mason/2004.html" 2003
"1478" "George Mason Patriots" "2002-03" "http://www.sports-reference.com/cbb/schools/george-mason/2003.html" 2002
"1479" "George Mason Patriots" "2001-02" "http://www.sports-reference.com/cbb/schools/george-mason/2002.html" 2001
"1480" "George Mason Patriots" "2000-01" "http://www.sports-reference.com/cbb/schools/george-mason/2001.html" 2000
"1481" "George Washington Colonials" "2014-15" "http://www.sports-reference.com/cbb/schools/george-washington/2015.html" 2014
"1482" "George Washington Colonials" "2013-14" "http://www.sports-reference.com/cbb/schools/george-washington/2014.html" 2013
"1483" "George Washington Colonials" "2012-13" "http://www.sports-reference.com/cbb/schools/george-washington/2013.html" 2012
"1484" "George Washington Colonials" "2011-12" "http://www.sports-reference.com/cbb/schools/george-washington/2012.html" 2011
"1485" "George Washington Colonials" "2010-11" "http://www.sports-reference.com/cbb/schools/george-washington/2011.html" 2010
"1486" "George Washington Colonials" "2009-10" "http://www.sports-reference.com/cbb/schools/george-washington/2010.html" 2009
"1487" "George Washington Colonials" "2008-09" "http://www.sports-reference.com/cbb/schools/george-washington/2009.html" 2008
"1488" "George Washington Colonials" "2007-08" "http://www.sports-reference.com/cbb/schools/george-washington/2008.html" 2007
"1489" "George Washington Colonials" "2006-07" "http://www.sports-reference.com/cbb/schools/george-washington/2007.html" 2006
"1490" "George Washington Colonials" "2005-06" "http://www.sports-reference.com/cbb/schools/george-washington/2006.html" 2005
"1491" "George Washington Colonials" "2004-05" "http://www.sports-reference.com/cbb/schools/george-washington/2005.html" 2004
"1492" "George Washington Colonials" "2003-04" "http://www.sports-reference.com/cbb/schools/george-washington/2004.html" 2003
"1493" "George Washington Colonials" "2002-03" "http://www.sports-reference.com/cbb/schools/george-washington/2003.html" 2002
"1494" "George Washington Colonials" "2001-02" "http://www.sports-reference.com/cbb/schools/george-washington/2002.html" 2001
"1495" "George Washington Colonials" "2000-01" "http://www.sports-reference.com/cbb/schools/george-washington/2001.html" 2000
"1496" "Georgetown Hoyas" "2014-15" "http://www.sports-reference.com/cbb/schools/georgetown/2015.html" 2014
"1497" "Georgetown Hoyas" "2013-14" "http://www.sports-reference.com/cbb/schools/georgetown/2014.html" 2013
"1498" "Georgetown Hoyas" "2012-13" "http://www.sports-reference.com/cbb/schools/georgetown/2013.html" 2012
"1499" "Georgetown Hoyas" "2011-12" "http://www.sports-reference.com/cbb/schools/georgetown/2012.html" 2011
"1500" "Georgetown Hoyas" "2010-11" "http://www.sports-reference.com/cbb/schools/georgetown/2011.html" 2010
"1501" "Georgetown Hoyas" "2009-10" "http://www.sports-reference.com/cbb/schools/georgetown/2010.html" 2009
"1502" "Georgetown Hoyas" "2008-09" "http://www.sports-reference.com/cbb/schools/georgetown/2009.html" 2008
"1503" "Georgetown Hoyas" "2007-08" "http://www.sports-reference.com/cbb/schools/georgetown/2008.html" 2007
"1504" "Georgetown Hoyas" "2006-07" "http://www.sports-reference.com/cbb/schools/georgetown/2007.html" 2006
"1505" "Georgetown Hoyas" "2005-06" "http://www.sports-reference.com/cbb/schools/georgetown/2006.html" 2005
"1506" "Georgetown Hoyas" "2004-05" "http://www.sports-reference.com/cbb/schools/georgetown/2005.html" 2004
"1507" "Georgetown Hoyas" "2003-04" "http://www.sports-reference.com/cbb/schools/georgetown/2004.html" 2003
"1508" "Georgetown Hoyas" "2002-03" "http://www.sports-reference.com/cbb/schools/georgetown/2003.html" 2002
"1509" "Georgetown Hoyas" "2001-02" "http://www.sports-reference.com/cbb/schools/georgetown/2002.html" 2001
"1510" "Georgetown Hoyas" "2000-01" "http://www.sports-reference.com/cbb/schools/georgetown/2001.html" 2000
"1511" "Georgia Bulldogs" "2014-15" "http://www.sports-reference.com/cbb/schools/georgia/2015.html" 2014
"1512" "Georgia Bulldogs" "2013-14" "http://www.sports-reference.com/cbb/schools/georgia/2014.html" 2013
"1513" "Georgia Bulldogs" "2012-13" "http://www.sports-reference.com/cbb/schools/georgia/2013.html" 2012
"1514" "Georgia Bulldogs" "2011-12" "http://www.sports-reference.com/cbb/schools/georgia/2012.html" 2011
"1515" "Georgia Bulldogs" "2010-11" "http://www.sports-reference.com/cbb/schools/georgia/2011.html" 2010
"1516" "Georgia Bulldogs" "2009-10" "http://www.sports-reference.com/cbb/schools/georgia/2010.html" 2009
"1517" "Georgia Bulldogs" "2008-09" "http://www.sports-reference.com/cbb/schools/georgia/2009.html" 2008
"1518" "Georgia Bulldogs" "2007-08" "http://www.sports-reference.com/cbb/schools/georgia/2008.html" 2007
"1519" "Georgia Bulldogs" "2006-07" "http://www.sports-reference.com/cbb/schools/georgia/2007.html" 2006
"1520" "Georgia Bulldogs" "2005-06" "http://www.sports-reference.com/cbb/schools/georgia/2006.html" 2005
"1521" "Georgia Bulldogs" "2004-05" "http://www.sports-reference.com/cbb/schools/georgia/2005.html" 2004
"1522" "Georgia Bulldogs" "2003-04" "http://www.sports-reference.com/cbb/schools/georgia/2004.html" 2003
"1523" "Georgia Bulldogs" "2002-03" "http://www.sports-reference.com/cbb/schools/georgia/2003.html" 2002
"1524" "Georgia Bulldogs" "2001-02" "http://www.sports-reference.com/cbb/schools/georgia/2002.html" 2001
"1525" "Georgia Bulldogs" "2000-01" "http://www.sports-reference.com/cbb/schools/georgia/2001.html" 2000
"1526" "Georgia Southern Eagles" "2014-15" "http://www.sports-reference.com/cbb/schools/georgia-southern/2015.html" 2014
"1527" "Georgia Southern Eagles" "2013-14" "http://www.sports-reference.com/cbb/schools/georgia-southern/2014.html" 2013
"1528" "Georgia Southern Eagles" "2012-13" "http://www.sports-reference.com/cbb/schools/georgia-southern/2013.html" 2012
"1529" "Georgia Southern Eagles" "2011-12" "http://www.sports-reference.com/cbb/schools/georgia-southern/2012.html" 2011
"1530" "Georgia Southern Eagles" "2010-11" "http://www.sports-reference.com/cbb/schools/georgia-southern/2011.html" 2010
"1531" "Georgia Southern Eagles" "2009-10" "http://www.sports-reference.com/cbb/schools/georgia-southern/2010.html" 2009
"1532" "Georgia Southern Eagles" "2008-09" "http://www.sports-reference.com/cbb/schools/georgia-southern/2009.html" 2008
"1533" "Georgia Southern Eagles" "2007-08" "http://www.sports-reference.com/cbb/schools/georgia-southern/2008.html" 2007
"1534" "Georgia Southern Eagles" "2006-07" "http://www.sports-reference.com/cbb/schools/georgia-southern/2007.html" 2006
"1535" "Georgia Southern Eagles" "2005-06" "http://www.sports-reference.com/cbb/schools/georgia-southern/2006.html" 2005
"1536" "Georgia Southern Eagles" "2004-05" "http://www.sports-reference.com/cbb/schools/georgia-southern/2005.html" 2004
"1537" "Georgia Southern Eagles" "2003-04" "http://www.sports-reference.com/cbb/schools/georgia-southern/2004.html" 2003
"1538" "Georgia Southern Eagles" "2002-03" "http://www.sports-reference.com/cbb/schools/georgia-southern/2003.html" 2002
"1539" "Georgia Southern Eagles" "2001-02" "http://www.sports-reference.com/cbb/schools/georgia-southern/2002.html" 2001
